farmer_id,barangay,elevation_masl,soil_pH,annual_rainfall_mm,mean_temperature_C,coffee_species,planting_system,farm_ownership,rsbsa_registered,years_in_farming,bearing_trees,non_bearing_trees,annual_yield_kg,processing_method,moisture_content_pct,defect_count_per_300g,selective_picking_practiced,farm_records_maintained,sales_records_maintained,cooperative_member,geographic_compliance,traditional_method_compliance,quality_linkage_documented,gi_ready
F0923,Calamias,143.8,6.54,1260.9,22.5,Liberica,Agroforestry,Leased,No,41,105,87,190,Honey,13.92,43,No,Yes,Yes,Yes,Yes,Yes,No,0
F0924,Barangay II,568.5,5.83,1608.9,20.5,Liberica,Agroforestry,Owned,No,3,379,44,570,Natural,9.35,41,No,Yes,Yes,No,No,Yes,No,1
F0925,Pinagtongulan,376.9,6.64,1880.8,26.5,Robusta,Agroforestry,Leased,No,32,236,54,655,Natural,14.44,7,No,No,No,Yes,Yes,No,Yes,0
F0926,San Francisco,252.8,6.7,2221.2,23.9,Excelsa,Agroforestry,Owned,Yes,5,202,39,1644,Natural,10.13,37,Yes,No,No,No,No,No,Yes,0
F0927,Bagong Pook,298.5,5.42,2430.3,20.7,Arabica,Agroforestry,Leased,Yes,20,312,28,1588,Washed,10.54,27,Yes,No,No,Yes,Yes,Yes,No,0
F0928,Calamias,323.6,6.31,3021.2,25.5,Robusta,Agroforestry,Shared,Yes,14,323,92,135,Washed,9.32,11,Yes,No,Yes,No,Yes,Yes,No,1
F0929,Barangay VII,400.3,5.94,2219.7,23.6,Liberica,Agroforestry,Shared,Yes,32,398,21,1184,Washed,14.79,24,Yes,Yes,No,No,Yes,Yes,Yes,1
F0930,Barangay IV,357.8,6.76,2202.6,24.4,Liberica,Agroforestry,Owned,Yes,26,386,44,1410,Washed,14.11,37,Yes,Yes,No,No,Yes,No,Yes,1
F0931,Maraouy,559.7,5.43,1300.5,23.1,Excelsa,Agroforestry,Owned,No,6,127,78,1738,Washed,14.48,43,Yes,Yes,Yes,Yes,Yes,Yes,No,0
F0932,Tangob,348.5,6.36,1269.8,26.5,Liberica,Monocrop,Owned,Yes,36,14,70,805,Natural,14.08,14,Yes,No,No,No,Yes,Yes,No,1
F0933,Tambo,596.1,6.22,2302.3,26.5,Robusta,Monocrop,Shared,Yes,40,361,48,31,Natural,11.88,43,Yes,Yes,Yes,Yes,No,No,Yes,0
F0934,Barangay I,525.7,5.59,2076.4,25.4,Robusta,Monocrop,Owned,Yes,5,252,27,262,Washed,14.54,40,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0935,Barangay II,204.3,5.27,2878.4,19.9,Robusta,Agroforestry,Owned,Yes,13,30,10,398,Washed,14.82,33,No,Yes,Yes,Yes,Yes,No,Yes,0
F0936,Maraouy,565.3,6.3,1521.4,26.5,Excelsa,Monocrop,Owned,Yes,32,161,70,1304,Washed,12.02,44,Yes,Yes,No,No,Yes,No,Yes,0
F0937,Banaybanay,158.2,6.48,1249.9,25.0,Liberica,Agroforestry,Owned,No,16,137,25,975,Natural,10.05,12,Yes,Yes,No,No,Yes,Yes,No,1
F0938,Inosluban,508.7,5.63,2098.1,25.3,Robusta,Agroforestry,Owned,Yes,1,133,39,1161,Natural,12.95,7,No,Yes,Yes,Yes,No,No,No,1
F0939,Kayumanggi,290.3,6.29,1675.0,22.3,Excelsa,Agroforestry,Owned,No,13,155,117,1329,Honey,14.85,12,Yes,No,Yes,No,Yes,Yes,No,0
F0940,Quezon,539.0,5.79,1299.2,26.9,Liberica,Monocrop,Owned,Yes,11,286,33,209,Washed,14.23,35,No,Yes,Yes,Yes,No,No,No,1
F0941,Kayumanggi,534.0,6.43,2649.2,25.5,Robusta,Agroforestry,Owned,No,8,319,11,1778,Washed,14.17,5,Yes,Yes,Yes,No,Yes,No,Yes,1
F0942,Barangay VIII,503.0,5.4,1423.2,20.0,Liberica,Agroforestry,Shared,Yes,25,161,97,322,Washed,14.6,37,Yes,Yes,Yes,No,No,Yes,Yes,1
F0943,Anilao,495.0,6.78,2416.6,22.7,Arabica,Agroforestry,Leased,Yes,40,369,57,613,Washed,14.36,31,Yes,Yes,Yes,No,No,No,Yes,0
F0944,Maraouy,252.3,5.57,1762.1,27.0,Liberica,Monocrop,Leased,Yes,32,120,41,824,Honey,13.66,20,No,Yes,Yes,Yes,No,No,Yes,1
F0945,Bubuyan,140.5,5.74,1547.0,19.4,Liberica,Agroforestry,Owned,No,24,125,27,204,Honey,13.31,43,Yes,Yes,No,No,Yes,Yes,Yes,0
F0946,San Francisco,301.5,5.12,1959.5,27.7,Liberica,Agroforestry,Leased,No,28,197,101,152,Washed,10.59,43,No,No,Yes,No,Yes,Yes,No,1
F0947,San Carlos,186.8,5.22,2802.9,25.1,Robusta,Agroforestry,Owned,Yes,14,66,12,256,Washed,12.73,6,Yes,Yes,No,No,Yes,Yes,No,1
F0948,Barangay VII,447.5,6.03,1984.2,24.7,Liberica,Agroforestry,Owned,Yes,3,260,80,473,Washed,12.13,25,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0949,San Benito,273.0,5.54,2701.5,21.4,Liberica,Monocrop,Owned,No,36,393,114,457,Natural,14.17,14,Yes,Yes,Yes,No,Yes,No,No,1
F0950,Bolbok,587.8,6.67,1451.0,21.2,Liberica,Agroforestry,Owned,Yes,27,159,52,1136,Washed,11.95,41,Yes,Yes,Yes,No,No,No,No,1
F0951,Talisay,420.5,5.03,2745.5,27.5,Excelsa,Monocrop,Owned,Yes,20,171,14,794,Washed,9.77,22,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0952,Balintawak,511.2,5.76,1673.9,21.7,Liberica,Agroforestry,Shared,Yes,15,129,83,1711,Washed,9.03,37,No,Yes,Yes,Yes,No,Yes,Yes,1
F0953,Quezon,166.3,5.67,2554.8,26.0,Liberica,Monocrop,Owned,Yes,27,79,28,661,Washed,13.07,40,Yes,Yes,No,Yes,Yes,Yes,No,1
F0954,Barangay II,531.0,5.04,2331.6,22.5,Robusta,Agroforestry,Owned,No,41,360,94,94,Honey,12.3,14,Yes,No,No,No,No,Yes,Yes,0
F0955,Barangay VI,561.4,5.25,3058.3,20.3,Liberica,Agroforestry,Owned,No,28,108,51,1334,Washed,10.99,39,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0956,Barangay I,343.5,5.83,1974.6,19.1,Excelsa,Agroforestry,Owned,Yes,25,176,110,1444,Washed,10.01,15,No,No,Yes,Yes,Yes,Yes,Yes,1
F0957,Lumbang,403.1,5.99,1332.3,23.9,Liberica,Agroforestry,Owned,Yes,42,307,57,457,Washed,11.8,31,No,No,No,No,No,Yes,No,1
F0958,Barangay VI,482.4,5.81,1238.3,27.8,Robusta,Agroforestry,Owned,No,44,160,43,647,Washed,9.6,36,No,Yes,Yes,Yes,Yes,No,No,1
F0959,Tambo,187.4,6.06,2853.7,22.3,Liberica,Monocrop,Leased,Yes,33,335,71,954,Natural,11.02,17,No,Yes,No,Yes,No,Yes,No,1
F0960,Bagong Pook,351.3,6.19,2249.5,22.2,Liberica,Agroforestry,Owned,No,14,11,70,841,Washed,11.28,19,No,Yes,No,Yes,Yes,Yes,No,1
F0961,Bolbok,299.3,5.02,2750.5,22.1,Robusta,Monocrop,Owned,Yes,8,161,10,136,Washed,11.79,1,No,Yes,No,No,Yes,Yes,Yes,0
F0962,San Lucas,173.2,5.93,1668.9,23.7,Liberica,Monocrop,Leased,Yes,14,374,25,1601,Natural,11.8,22,No,No,Yes,No,No,No,No,0
F0963,Bagong Pook,283.8,6.93,1890.2,23.0,Robusta,Agroforestry,Shared,No,1,74,77,688,Washed,10.54,29,Yes,No,Yes,Yes,Yes,No,No,0
F0964,Kayumanggi,134.1,6.04,1260.2,26.9,Liberica,Monocrop,Leased,Yes,16,335,78,1315,Washed,14.1,2,Yes,Yes,Yes,No,No,No,No,1
F0965,Anilao,112.9,6.36,3123.0,23.5,Liberica,Monocrop,Leased,Yes,18,78,40,1212,Washed,11.13,38,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0966,San Carlos,167.6,5.62,2535.7,23.6,Liberica,Agroforestry,Owned,Yes,7,130,7,294,Washed,10.38,0,Yes,Yes,No,No,No,Yes,Yes,1
F0967,Barangay V,581.6,6.55,3066.4,20.2,Arabica,Monocrop,Owned,Yes,15,118,109,1521,Natural,10.05,40,Yes,Yes,No,Yes,Yes,Yes,No,0
F0968,Dagatan,374.8,6.55,1731.0,27.8,Liberica,Agroforestry,Leased,Yes,24,325,92,1255,Natural,10.94,21,Yes,No,No,Yes,Yes,Yes,Yes,1
F0969,Barangay V,582.9,6.04,2422.9,21.2,Liberica,Agroforestry,Shared,No,13,256,90,184,Washed,9.41,28,No,Yes,No,Yes,Yes,No,No,1
F0970,Barangay VII,316.2,6.95,2557.0,19.7,Liberica,Monocrop,Owned,No,9,102,117,1066,Washed,9.2,13,Yes,Yes,No,Yes,Yes,No,Yes,1
F0971,Calamias,255.9,5.25,1835.1,25.0,Liberica,Agroforestry,Owned,Yes,15,277,82,1350,Washed,12.63,27,No,No,No,Yes,Yes,Yes,No,1
F0972,Mabini,353.1,5.03,2896.2,24.4,Liberica,Agroforestry,Leased,Yes,35,112,46,925,Washed,12.71,20,No,Yes,No,No,Yes,Yes,Yes,1
F0973,San Francisco,319.8,6.54,3094.3,22.7,Excelsa,Agroforestry,Owned,Yes,24,121,49,1551,Washed,12.18,44,No,Yes,Yes,No,Yes,No,No,0
F0974,Sampaguita,152.8,6.61,2969.7,22.8,Liberica,Monocrop,Owned,Yes,33,330,48,1650,Natural,13.57,31,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0975,Pinagtongulan,420.4,5.24,2678.1,26.1,Excelsa,Monocrop,Owned,Yes,16,313,95,1022,Washed,9.23,5,No,Yes,No,Yes,Yes,Yes,No,1
F0976,Plaridel,208.0,5.53,1754.9,20.8,Liberica,Agroforestry,Leased,No,8,353,37,274,Washed,14.62,0,Yes,No,Yes,Yes,Yes,No,Yes,1
F0977,Barangay I,409.8,5.04,1763.2,26.4,Robusta,Monocrop,Shared,Yes,29,71,64,1353,Washed,9.57,20,Yes,No,Yes,Yes,Yes,Yes,No,1
F0978,Tambo,425.1,5.59,3126.7,24.8,Excelsa,Monocrop,Owned,No,23,309,90,1415,Washed,13.04,3,Yes,Yes,No,No,Yes,No,No,0
F0979,Bubuyan,176.0,6.55,1220.6,22.8,Liberica,Agroforestry,Owned,Yes,31,145,97,1407,Natural,9.8,2,No,No,No,Yes,Yes,Yes,Yes,1
F0980,Barangay VII,130.7,6.04,2632.1,23.1,Arabica,Agroforestry,Owned,Yes,40,64,87,1574,Washed,14.28,29,No,Yes,No,No,No,No,No,0
F0981,Barangay V,490.4,5.7,2612.5,21.3,Liberica,Monocrop,Owned,Yes,14,117,87,415,Washed,12.06,30,No,No,Yes,Yes,Yes,No,Yes,1
F0982,Sabang,329.9,5.74,2445.4,25.8,Excelsa,Monocrop,Owned,Yes,30,312,74,788,Honey,9.49,33,Yes,No,No,Yes,No,No,Yes,0
F0983,Barangay VIII,129.1,5.0,3180.2,23.6,Robusta,Monocrop,Owned,Yes,39,267,113,1365,Washed,12.7,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0984,Sampaguita,597.4,5.6,1823.8,21.9,Liberica,Agroforestry,Owned,No,27,262,87,443,Washed,9.05,19,Yes,No,No,Yes,No,Yes,No,1
F0985,Sampaguita,128.9,6.29,1879.9,24.4,Liberica,Agroforestry,Leased,Yes,16,231,81,1331,Washed,13.66,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0986,Anilao,447.5,6.95,1357.9,28.0,Liberica,Agroforestry,Leased,No,6,378,30,744,Honey,12.9,39,Yes,Yes,No,No,Yes,Yes,Yes,0
F0987,San Lucas,591.8,6.69,2085.6,22.9,Liberica,Agroforestry,Owned,Yes,33,176,90,788,Honey,10.28,24,Yes,No,No,Yes,No,No,No,1
F0988,Lodlod,219.6,5.05,1722.1,27.3,Liberica,Agroforestry,Owned,No,44,169,25,776,Washed,11.25,14,No,No,Yes,Yes,No,Yes,No,1
F0989,Pinagkawitan,171.1,6.8,1886.8,22.1,Liberica,Monocrop,Shared,Yes,18,175,104,622,Washed,9.05,37,Yes,No,No,No,Yes,No,Yes,1
F0990,Barangay IV,160.7,6.57,2869.1,19.5,Liberica,Agroforestry,Owned,No,16,214,6,1409,Honey,13.16,22,Yes,Yes,No,Yes,Yes,Yes,No,0
F0991,Barangay VII,251.6,6.56,3071.0,20.8,Robusta,Monocrop,Leased,Yes,12,276,51,1578,Washed,10.94,1,No,Yes,Yes,No,Yes,Yes,No,0
F0992,San Salvador,150.5,5.92,1571.5,22.8,Liberica,Agroforestry,Owned,No,20,147,112,868,Washed,12.43,14,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0993,San Carlos,446.1,5.8,1945.0,21.0,Liberica,Agroforestry,Leased,No,40,377,34,45,Natural,14.74,43,Yes,No,Yes,Yes,No,Yes,No,1
F0994,Bubuyan,131.1,5.61,3057.3,19.0,Robusta,Agroforestry,Leased,Yes,29,355,31,1022,Washed,10.8,34,Yes,Yes,Yes,No,Yes,No,Yes,1
F0995,Pinagtongulan,354.7,5.13,1323.6,27.2,Liberica,Agroforestry,Leased,Yes,30,257,75,1098,Washed,14.94,9,Yes,No,No,No,Yes,Yes,No,1
F0996,Sampaguita,598.3,5.46,1384.7,26.6,Liberica,Agroforestry,Shared,Yes,26,64,24,1374,Natural,12.8,13,Yes,Yes,No,Yes,Yes,No,Yes,1
F0997,Latag,507.0,5.49,1525.6,25.7,Liberica,Monocrop,Shared,No,22,218,54,680,Washed,10.45,26,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0998,San Carlos,407.6,5.97,2390.4,20.5,Excelsa,Monocrop,Owned,Yes,33,26,99,1379,Washed,11.62,13,Yes,Yes,Yes,No,Yes,No,Yes,1
F0999,Barangay I,253.1,6.49,1500.9,20.1,Excelsa,Agroforestry,Owned,Yes,39,77,27,177,Washed,13.44,34,Yes,No,Yes,Yes,No,Yes,No,0
F1000,Inosluban,411.9,5.95,3136.2,19.6,Liberica,Agroforestry,Owned,Yes,29,142,17,384,Washed,11.68,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
